SERVICE_ID,BLOCK_ID,PULLOUTTIME,PULLINTIME
2,2202,12180,42600
2,2203,13260,44400
2,2204,13980,49200
2,2205,17400,54420
2,2206,18960,46200
2,2207,19320,54840
2,2208,19680,51000
2,2209,22500,56820
2,2210,22560,59820
2,2211,23280,60480
2,2221,39360,63120
2,2222,40080,62580
2,2223,40560,64320
2,2224,43680,71040
2,2251,45360,81000
2,2252,48480,83820
2,2253,50820,83460
2,2254,52440,83220
2,2255,54840,82020
2,2256,56160,90000
2,2257,56880,92220
2,2258,58560,91800
2,2259,59280,94020
2,2260,59760,93600
2,2301,13740,68760
2,2302,15000,92160
2,2303,24900,65160
2,2304,25440,91140
2,2305,15540,33780
2,2306,22740,32880
2,2307,23640,36360
2,2351,53940,82560
2,2352,57000,69180
2,2353,56640,92940
2,2501,13380,35520
2,2502,13740,42720
2,2503,15180,46320
2,2504,21480,34680
2,2505,21840,57480
2,2506,23280,37560
2,2507,24540,53520
2,2521,36180,67260
2,2522,40980,60780
2,2523,44580,65820
2,2551,51780,81780
2,2552,53880,78180
2,2553,55680,92460
2,2554,56580,91980
2,2555,56940,69420
2,2556,59280,93780
2,2701,13860,90900
2,2702,14640,64680
2,2703,22140,79260
2,2704,20340,32280
2,2751,54540,90660
2,2801,12780,90180
2,2802,14580,91080
2,2803,21780,81360
2,2804,23580,91980
2,2805,16380,33960
2,2806,21900,34860
2,2851,55560,68820
2,2852,55860,71220
2,3001,12600,70920
2,3002,13500,90060
2,3003,20040,67260
2,3004,14880,29220
2,3051,60780,91980
2,3801,12120,68460
2,3802,13560,93060
2,3803,13920,92640
2,3804,21720,82860
2,3805,23460,90840
2,3806,23520,92160
2,3807,15720,36060
2,3808,21660,35460
2,3851,54120,86460
2,3852,57720,71040
2,4101,13620,68640
2,4102,15480,89580
2,4103,22620,79980
2,4104,22980,91620
2,4105,13680,34020
2,4106,15420,35700
2,4151,54720,93300
2,4152,55020,89820
2,4501,16920,90480
2,4502,17280,90300
2,4503,21420,88680
2,4504,23220,68400
2,4505,23580,92280
2,4506,25020,84480
2,4507,15120,34680
2,4508,18720,34920
2,4551,57780,69960
2,4552,57420,80880
2,4701,14820,90960
2,4702,16620,69780
2,4703,17520,91800
2,4704,15720,68640
2,4705,22020,82560
2,4706,22020,71160
2,4707,23820,90000
2,4708,18420,32640
2,4709,23820,34920
2,4710,25620,35220
2,4751,56820,88200
2,4752,57120,93600
2,4753,59520,82200
2,5701,13020,82560
2,5702,18420,69660
2,5703,14820,92160
2,5704,15240,71940
2,5705,19740,67140
2,5706,20820,67680
2,5707,19320,92760
2,5708,21540,93960
2,5709,16620,37380
2,5710,22920,35040
2,5711,23340,35220
2,5751,53520,71040
2,5752,55740,90360
2,5753,56220,91380
2,5754,58020,82980
2,10101,15240,94200
2,10102,21180,90840
2,10103,22440,92400
2,10104,22980,88800
2,10105,15960,90600
2,10106,12360,36240
2,10107,13440,37740
2,10108,14160,34260
2,10109,23880,36000
2,10110,23340,34680
2,10151,52860,68760
2,10152,53940,70380
2,10153,54480,70380
2,10154,55740,71940
2,10155,56280,68820
2,10201,16620,90900
2,10202,14820,67740
2,10203,21120,33960
2,10204,21720,33540
2,10205,23820,32220
2,10251,55320,65940
2,10252,55920,68580
2,10253,56220,90480
2,10301,15900,88500
2,10302,17700,68280
2,10303,22200,35580
2,10304,22080,33360
2,10305,24900,34020
2,10351,54180,67920
2,10352,55080,90300
2,10353,56880,66360
2,10401,16560,90660
2,10402,17280,89880
2,10403,18360,92460
2,10404,19080,91680
2,10405,21060,33420
2,10406,21780,34200
2,10407,22860,35160
2,10408,23580,35940
2,10451,55260,67620
2,10452,55980,68460
2,10453,57060,69300
2,10454,57780,70080
2,10501,16740,65940
2,10502,21240,67740
2,10503,23040,91260
2,10504,14940,32340
2,10505,23940,33900
2,10551,55140,87660
2,10552,54240,89460
2,10553,57840,64140
2,10601,15300,91260
2,10602,15060,90900
2,10603,21120,34620
2,10604,22980,36420
2,10651,53520,66960
2,10652,55320,68580
2,10801,13320,90120
2,10802,15120,91920
2,10803,15120,91980
2,10804,16920,90180
2,10805,21420,33780
2,10806,21420,33840
2,10807,23220,35340
2,10808,23220,35460
2,10851,55620,67980
2,10852,55620,68100
2,10853,57420,69540
2,10854,57420,69600
2,10901,14460,90960
2,10902,18060,89160
2,10903,16260,90120
2,10904,21780,33660
2,10905,22560,34560
2,10906,23580,35460
2,10951,55980,67680
2,10952,56760,68760
2,10953,57780,69480
2,11401,17280,89760
2,11402,17700,90720
2,11403,19080,91560
2,11404,19500,88920
2,11405,18180,34980
2,11406,18600,35400
2,11407,19980,33660
2,11451,55080,68760
2,11452,55980,69600
2,11453,56880,70380
2,12201,14100,90540
2,12202,20400,33900
2,12251,54600,68100
2,20001,16860,83580
2,20002,17160,82920
2,20003,19560,93720
2,20004,19860,81240
2,20005,18060,34740
2,20006,17760,34560
2,20051,54660,91680
2,20052,54960,91260
2,20201,14160,67860
2,20202,14460,68220
2,20203,15960,93120
2,20204,16260,73800
2,20301,16500,83820
2,20302,18300,38940
2,20351,51960,91140
2,20401,16500,86340
2,20402,16200,71280
2,20701,14880,90240
2,20702,17580,91320
2,20703,19320,37320
2,20704,22920,35040
2,20751,55620,63240
2,20752,60540,67740
2,20901,16200,87000
2,20902,20880,33960
2,20951,53340,70920
2,20952,56940,70260
2,21201,16500,90480
2,21202,16740,37020
2,21251,50940,92340
2,21301,18060,91500
2,21302,16260,36300
2,21351,55500,66420
2,21401,14100,91020
2,21402,16500,70080
2,21403,16500,89580
2,21404,18300,34380
2,21451,56100,89880
2,21501,16200,89400
2,21502,18000,88680
2,21503,14400,33900
2,21551,57060,68100
2,21601,13920,89040
2,21602,17520,90480
2,21603,19380,33300
2,21604,22980,36840
2,21651,55380,69300
2,21652,58980,65820
2,21701,15300,90120
2,21702,24660,88320
2,21703,17100,33300
2,21751,55260,65700
2,21801,15180,91380
2,21802,15480,68100
2,21803,13380,91980
2,21804,16980,82980
2,21851,52980,92580
2,21901,15900,92460
2,21902,17700,35940
2,21951,54480,68460
2,22001,17280,35580
2,22002,19080,37380
2,22051,55080,69720
2,22101,13320,90060
2,22102,16920,90660
2,22103,14220,34380
2,22104,14700,34980
2,22151,54720,70260
2,22152,54300,70200
2,22301,15120,45060
2,22302,16920,32520
2,22321,43440,91680
2,22351,52440,68340
2,22401,15960,66420
2,22402,13260,67920
2,22403,17580,81000
2,22404,19980,92460
2,22405,17760,33360
2,22451,54480,79320
2,22452,59160,90600
2,22501,16980,89820
2,22502,18780,78420
2,22601,20100,90000
2,22602,15120,34500
2,22651,53700,70860
2,22701,16080,81120
2,22702,17160,89520
2,22703,16920,67020
2,22704,15480,88560
2,22705,18780,70920
2,22706,26880,93120
2,22707,17280,33480
2,22751,59280,92160
2,22801,13320,66420
2,22802,15120,91380
2,22901,16080,80220
2,22902,16980,65760
2,22903,17280,89220
2,22904,19080,71400
2,22905,16380,92220
2,22906,18780,37260
2,22951,53880,88620
2,22952,60180,92820
2,23001,15480,91080
2,23002,16860,91380
2,23003,17040,64620
2,23004,18660,67680
2,23005,22020,85860
2,23006,16320,32160
2,23007,16980,35340
2,23008,21720,30180
2,23051,50820,90660
2,23052,54000,62820
2,23053,54180,81060
2,23101,16140,68460
2,23102,24840,63120
2,23103,16980,34200
2,23104,17940,30660
2,23151,52140,89760
2,23152,57180,90720
2,23201,15660,68700
2,23202,18600,73440
2,23203,18060,92040
2,23204,22200,92040
2,23205,16800,36420
2,23251,56100,89640
2,23301,22020,69840
2,23302,14820,81420
2,23303,16620,69240
2,23304,18420,91020
2,23305,13500,35160
2,23351,56460,91860
2,23401,17220,39360
2,23402,17520,42540
2,23403,19020,54540
2,23404,19320,53160
2,23451,47280,71760
2,23452,51720,85560
2,23453,55320,92040
2,23454,57120,91440
2,23501,16080,54180
2,23502,15720,34380
2,23503,25080,37380
2,23521,35280,66840
2,23551,52080,81660
2,23552,57480,91260
2,23601,15720,49740
2,23602,16080,36720
2,23603,16560,36540
2,23604,16620,47340
2,23605,17880,45960
2,23621,40080,70680
2,23622,41820,61440
2,23623,44880,55560
2,23651,49020,69180
2,23652,52080,90720
2,23653,54120,91560
2,23654,55680,82140
2,23701,14040,88740
2,23702,18060,92700
2,23703,19860,86340
2,23704,23340,81540
2,23705,15360,36960
2,23751,53040,69600
2,23801,14460,93540
2,23802,16260,35040
2,23803,15960,70920
2,23804,16980,72300
2,23805,18060,90900
2,23806,17760,37140
2,23851,54060,91140
2,23852,55560,88740
2,23901,15180,90780
2,23902,16080,87180
2,23903,16980,69660
2,23904,17880,77640
2,23905,25080,89640
2,23906,18360,30540
2,23907,18780,35280
2,23951,50940,91680
2,23952,53940,62880
2,23953,54720,64500
2,24101,14820,34560
2,24102,16440,36000
2,24103,16620,46800
2,24104,18240,54000
2,24105,18420,46440
2,24106,23640,37980
2,24107,23820,39240
2,24121,35640,68520
2,24122,35820,68640
2,24123,43020,58440
2,24124,45240,81420
2,24151,52440,89820
2,24152,54420,93120
2,24153,56220,83520
2,24154,57840,89520
2,24201,18300,91980
2,24202,20100,81600
2,24301,16320,90720
2,24302,19920,90840
2,24401,16200,81120
2,24402,18120,34920
2,24451,53640,79800
2,24501,16500,91020
2,24502,18300,68520
2,24503,15780,92160
2,24504,17580,34680
2,24505,20100,36780
2,24551,54300,70920
2,24552,54480,82560
2,24701,12900,69120
2,24702,14160,90900
2,24703,15300,81900
2,24704,21900,91380
2,24705,18600,34500
2,24751,56100,81780
2,24901,15540,74160
2,24902,23040,87060
2,24903,18240,36180
2,24951,55140,90360
2,25001,14460,66900
2,25002,14160,66720
2,25003,16260,34140
2,25004,15960,91620
2,25005,25260,91500
2,25051,55860,82020
2,25052,55560,81900
2,25101,16500,74940
2,25102,18300,91140
2,25401,15720,51960
2,25402,18120,54360
2,25403,19320,37500
2,25404,16920,49560
2,25421,45720,56820
2,25422,51720,63000
2,25451,58920,91560
2,25452,53520,91440
2,25453,50520,85440
2,25454,48120,69840
2,25501,16980,81240
2,25502,18780,88980
2,30501,17400,34440
2,30502,18600,29700
2,30503,19800,30900
2,30504,21000,32100
2,30505,22200,33240
2,30551,52500,69540
2,30552,54300,72120
2,30553,55500,69360
2,30554,56700,68340
2,30555,59100,70500
2,30601,17400,35040
2,30602,18300,34680
2,30603,18420,29460
2,30604,18720,34140
2,30605,19200,36840
2,30606,20100,32460
2,30607,20220,31560
2,30621,42300,69000
2,30651,52140,67140
2,30652,53040,66840
2,30653,53940,70740
2,30654,55740,67740
2,30655,56640,63240
2,30656,58440,65040
2,30657,59340,68940
2,30801,16920,35220
2,30802,17520,38520
2,30803,18720,34020
2,30804,19620,35220
2,30805,20820,37320
2,30806,21120,36120
2,30807,22320,37320
2,30851,48960,73320
2,30852,52560,72720
2,30853,52920,74520
2,30854,53760,70980
2,30855,54120,75720
2,30856,54960,72180
2,30857,55320,71820
2,30858,56520,69480
2,37801,18900,33240
2,37802,21000,32640
2,37803,22800,33780
2,37804,23820,29040
2,37805,26220,31440
2,37851,53100,69900
2,37852,54300,66420
2,37853,55500,72420
2,37854,56700,70080
2,37855,57900,69420
2,38301,18420,33000
2,38302,19620,28200
2,38303,20820,34800
2,38304,22020,30600
2,38305,28020,31800
2,38351,54120,66060
2,38352,55260,70860
2,38353,56460,66420
2,38354,57660,73260
2,38355,58860,68820
2,40201,26700,84060
2,88301,25200,84300
2,88302,25200,84240
2,88303,26100,83340
2,88304,26100,83100
3,101,12120,90600
3,102,13440,91200
3,103,13920,89400
3,104,34620,72360
3,105,35940,70560
3,106,34140,74160
3,301,13740,90660
3,302,15540,88980
3,303,17340,69180
3,304,33540,90780
3,305,35340,69960
3,501,14580,80220
3,502,19320,92040
3,901,13200,89160
3,902,13080,88920
3,903,15000,69420
3,904,14880,90720
3,905,25680,71820
3,906,33900,72060
3,907,34680,90960
3,908,35700,70140
3,909,36480,70260
3,1301,13980,88140
3,1302,15780,74040
3,1303,17580,70440
3,1304,33180,91740
3,1305,36780,89940
3,1501,13500,93660
3,1502,12900,94140
3,1503,15300,92340
3,1504,14700,70860
3,1505,32700,91860
3,1506,32100,70200
3,1601,12900,89580
3,1602,14700,88500
3,1603,16500,90300
3,1604,18300,92100
3,1605,33300,71700
3,1701,13200,72120
3,1702,15000,92220
3,1703,16800,94020
3,1704,18600,92520
3,1705,20340,71220
3,1706,34740,94320
3,1707,34800,69900
3,1801,12900,87900
3,1802,14700,72120
3,1803,16380,86100
3,1804,16500,69720
3,1805,18300,89520
3,1806,27300,91500
3,1807,34500,89700
3,1808,35580,68520
3,1809,38100,93300
3,2001,12360,92220
3,2002,15000,67920
3,2003,14160,91680
3,2004,16800,90420
3,2005,15960,68880
3,2006,31560,72480
3,2007,34200,88620
3,2008,35160,93480
3,2201,12480,33720
3,2202,12960,46920
3,2203,14280,44520
3,2204,14760,40920
3,2205,16080,50400
3,2206,30480,58920
3,2207,31560,64920
3,2208,31680,60120
3,2221,37680,66120
3,2222,41280,66000
3,2223,43680,63720
3,2224,45960,70800
3,2225,55680,71940
3,2251,56880,90420
3,2252,60480,94020
3,2253,61560,92220
3,2254,61680,91200
3,2255,62880,93000
3,2301,13740,92280
3,2302,15000,90480
3,2303,15540,71640
3,2304,37740,91200
3,2501,13380,43380
3,2502,13800,46980
3,2503,15180,33180
3,2504,31200,60180
3,2505,32580,69720
3,2521,42180,70980
3,2522,45780,64980
3,2523,31380,62580
3,2552,63780,92520
3,2553,61380,90720
3,2554,58980,91980
3,2701,14760,69420
3,2702,20460,89820
3,2703,33480,89820
3,2801,12780,92220
3,2802,14580,71820
3,2803,16380,91080
3,2804,33180,90420
3,3001,12480,91860
3,3002,18420,71940
3,3003,36960,90060
3,3801,12840,92160
3,3802,13500,72120
3,3803,12720,92460
3,3804,13620,68520
3,3805,35520,93000
3,3806,35520,92640
3,4101,13680,91620
3,4102,13620,89820
3,4103,15480,89700
3,4104,15420,89580
3,4105,31620,91380
3,4501,17280,90300
3,4502,15120,74880
3,4503,16920,90480
3,4504,18720,71280
3,4505,32520,92280
3,4506,36120,88680
3,4701,14820,71760
3,4702,15720,91500
3,4703,16620,90960
3,4704,17520,93300
3,4705,18420,87900
3,4706,33120,89700
3,4707,34620,69900
3,5701,13020,67800
3,5702,18420,72180
3,5703,14820,92160
3,5704,19920,91080
3,5705,16620,93960
3,5706,26040,71760
3,5707,33420,90360
3,5708,35040,92880
3,10101,17040,90780
3,10102,22980,88800
3,10103,15900,90600
3,10104,17700,92400
3,10105,19500,94200
3,10201,16620,90900
3,10202,14820,90480
3,10301,15900,88500
3,10302,17700,90300
3,10401,16560,90660
3,10402,17280,89880
3,10403,18360,92460
3,10404,19080,91680
3,10501,16560,86580
3,10502,18240,88380
3,10503,20040,90180
3,10601,15300,91200
3,10602,17100,90960
3,10801,13320,90120
3,10802,15120,91920
3,10803,15120,91980
3,10804,16920,90180
3,10901,14460,91200
3,10902,16260,90420
3,10903,18060,89400
3,11401,17280,91620
3,11402,18180,88860
3,11403,19080,89820
3,11404,25380,90660
3,12201,14100,90540
3,20001,15960,93600
3,20002,16260,70200
3,20003,24960,91500
3,20004,35160,91320
3,20051,57060,72600
3,20201,14160,67920
3,20202,14460,93180
3,20203,25260,72180
3,20301,16500,70740
3,20302,33300,91080
3,20401,14880,91080
3,20402,33300,68280
3,20701,14880,91320
3,20702,17580,90240
3,20901,16200,87000
3,21201,14400,90540
3,21301,16260,90240
3,21401,14100,91560
3,21402,16500,90120
3,21403,33300,73800
3,21501,16800,88380
3,21502,17460,89400
3,21601,17580,89040
3,21602,15720,90540
3,21701,15660,69780
3,21702,35520,90600
3,21801,15180,90480
3,21802,12420,93780
3,21803,31080,73320
3,21901,17700,93540
3,22001,14040,93180
3,22101,16500,90060
3,22102,16920,90660
3,22301,15120,52260
3,22321,50640,91680
3,22401,15960,91800
3,22402,19080,90600
3,22403,19560,70920
3,22404,35160,70140
3,22501,16980,74280
3,22502,37380,90480
3,22601,15900,90000
3,22701,16080,89520
3,22702,17460,91200
3,22703,18780,78840
3,22704,32880,94800
3,22705,35580,71820
3,22801,13320,69180
3,22901,16980,89220
3,22902,16080,88620
3,22903,18780,92220
3,22904,20580,69420
3,22905,36180,92820
3,23001,16980,89580
3,23002,15180,73800
3,23003,15300,91200
3,23004,33780,94800
3,23005,35100,72540
3,23101,16980,90600
3,23102,17820,66960
3,23103,33420,89760
3,23201,15660,71820
3,23202,16800,70560
3,23203,32460,90900
3,23204,33600,92220
3,23301,12900,74940
3,23302,16500,70740
3,23303,34620,91740
3,23304,36060,93420
3,23401,16020,45240
3,23402,30720,62040
3,23403,16620,33960
3,23451,56880,91980
3,23452,59280,91560
3,23501,16080,46980
3,23502,32880,63780
3,23551,44880,70860
3,23552,61680,91260
3,23601,15720,45960
3,23602,16080,48360
3,23603,32520,65160
3,23604,32880,43560
3,23621,42120,74640
3,23622,44520,62760
3,23623,42480,59640
3,23624,39720,72360
3,23651,58920,91440
3,23652,61320,92040
3,23701,16080,85380
3,23702,14400,92880
3,23703,19680,70980
3,23704,37680,88980
3,23801,16260,90300
3,23802,16980,93900
3,23803,17760,71940
3,23804,33060,92340
3,23901,15180,90780
3,23902,18360,87180
3,23903,18960,91380
3,23904,34920,66960
3,23905,38340,89640
3,24101,15720,45720
3,24102,18240,43320
3,24103,19320,50520
3,24104,32520,64920
3,24105,35040,72060
3,24121,44640,64860
3,24122,42240,74280
3,24123,49440,62520
3,24151,61320,92400
3,24152,61440,91080
3,24153,63840,94680
3,24201,16500,91020
3,24202,31740,68520
3,24301,17400,90840
3,24401,16320,82800
3,24402,18120,88200
3,24501,15480,71760
3,24502,16500,91020
3,24503,33300,92160
3,24701,16200,74340
3,24702,16500,91140
3,24703,33300,91500
3,24901,15540,90360
3,24902,17640,90720
3,25001,16260,71220
3,25002,15960,71340
3,25003,33060,91620
3,25004,32760,91500
3,25101,16500,91140
3,25401,15720,51960
3,25402,19320,49560
3,25403,32520,65340
3,25421,48120,59400
3,25451,55320,91440
3,25452,61320,91560
3,25453,45720,74640
3,25501,16980,68640
3,25502,33780,89040
3,40201,29400,81240
3,88301,25200,84000
3,88302,25200,84240
3,88401,25200,83100
3,88402,25200,83760
3,88403,25920,83820
4,101,12120,90600
4,102,13440,91200
4,103,13920,89400
4,104,34620,72360
4,105,35940,70560
4,106,34140,74160
4,301,13740,90660
4,302,15540,88980
4,303,17340,69180
4,304,33540,90780
4,305,35340,69960
4,501,14580,80220
4,502,19320,92040
4,901,13200,89160
4,902,13080,88920
4,903,15000,69420
4,904,14880,90720
4,905,25680,71820
4,906,33900,72060
4,907,34680,90960
4,908,35700,70140
4,909,36480,70260
4,1301,13980,88140
4,1302,15780,74040
4,1303,17580,70440
4,1304,33180,91740
4,1305,36780,89940
4,1501,13500,93660
4,1502,12900,94140
4,1503,15300,92340
4,1504,14700,70860
4,1505,32700,91860
4,1506,32100,70200
4,1601,12900,89580
4,1602,14700,88500
4,1603,16500,90300
4,1604,18300,92100
4,1605,33300,71700
4,1701,13200,72120
4,1702,15000,92220
4,1703,16800,94020
4,1704,18600,92520
4,1705,20340,71220
4,1706,34740,94320
4,1707,34800,69900
4,1801,12900,87900
4,1802,14700,72120
4,1803,16380,86100
4,1804,16500,69720
4,1805,18300,89520
4,1806,27300,91500
4,1807,34500,89700
4,1808,35580,68520
4,1809,38100,93300
4,2001,12360,92220
4,2002,15000,67920
4,2003,14160,91680
4,2004,16800,90420
4,2005,15960,68880
4,2006,31560,72480
4,2007,34200,88620
4,2008,35160,93480
4,2201,12480,33720
4,2202,12960,46920
4,2203,14280,44520
4,2204,14760,40920
4,2205,16080,50400
4,2206,30480,58920
4,2207,31560,64920
4,2208,31680,60120
4,2221,37680,66120
4,2222,41280,66000
4,2223,43680,63720
4,2224,45960,70800
4,2225,55680,71940
4,2251,56880,90420
4,2252,60480,94020
4,2253,61560,92220
4,2254,61680,91200
4,2255,62880,93000
4,2301,13740,92280
4,2302,15000,90480
4,2303,15540,71640
4,2304,37740,91200
4,2501,13380,43380
4,2502,13800,46980
4,2503,15180,33180
4,2504,31200,60180
4,2505,32580,69720
4,2521,42180,70980
4,2522,45780,64980
4,2523,31380,62580
4,2552,63780,92520
4,2553,61380,90720
4,2554,58980,91980
4,2701,14760,69420
4,2702,20460,89820
4,2703,33480,89820
4,2801,12780,92220
4,2802,14580,71820
4,2803,16380,91080
4,2804,33180,90420
4,3001,12480,91860
4,3002,18420,71940
4,3003,36960,90060
4,3801,12840,92160
4,3802,13500,72120
4,3803,12720,92460
4,3804,13620,68520
4,3805,35520,93000
4,3806,35520,92640
4,4101,13680,91620
4,4102,13620,89820
4,4103,15480,89700
4,4104,15420,89580
4,4105,31620,91380
4,4501,17280,90300
4,4502,15120,74880
4,4503,16920,90480
4,4504,18720,71280
4,4505,32520,92280
4,4506,36120,88680
4,4701,14820,71760
4,4702,15720,91500
4,4703,16620,90960
4,4704,17520,93300
4,4705,18420,87900
4,4706,33120,89700
4,4707,34620,69900
4,5701,13020,67800
4,5702,18420,72180
4,5703,14820,92160
4,5704,19920,91080
4,5705,16620,93960
4,5706,26040,71760
4,5707,33420,90360
4,5708,35040,92880
4,10101,17040,90780
4,10102,22980,88800
4,10103,15900,90600
4,10104,17700,92400
4,10105,19500,94200
4,10201,16620,90900
4,10202,14820,90480
4,10301,15900,88500
4,10302,17700,90300
4,10401,16560,90660
4,10402,17280,89880
4,10403,18360,92460
4,10404,19080,91680
4,10501,16560,86580
4,10502,18240,88380
4,10503,20040,90180
4,10601,15300,91200
4,10602,17100,90960
4,10801,13320,90120
4,10802,15120,91920
4,10803,15120,91980
4,10804,16920,90180
4,10901,14460,91200
4,10902,16260,90420
4,10903,18060,89400
4,11401,17280,91620
4,11402,18180,88860
4,11403,19080,89820
4,11404,25380,90660
4,12201,14100,90540
4,20001,15960,93600
4,20002,16260,70200
4,20003,24960,91500
4,20004,35160,91320
4,20051,57060,72600
4,20201,14160,67920
4,20202,14460,93180
4,20203,25260,72180
4,20301,16500,70740
4,20302,33300,91080
4,20401,14880,91080
4,20402,33300,68280
4,20701,14880,91320
4,20702,17580,90240
4,20901,16200,87000
4,21201,14400,90540
4,21301,16260,90240
4,21401,14100,91560
4,21402,16500,90120
4,21403,33300,73800
4,21501,16800,88380
4,21502,17460,89400
4,21601,17580,89040
4,21602,15720,90540
4,21701,15660,69780
4,21702,35520,90600
4,21801,15180,90480
4,21802,12420,93780
4,21803,31080,73320
4,21901,17700,93540
4,22001,14040,93180
4,22101,16500,90060
4,22102,16920,90660
4,22301,15120,52260
4,22321,50640,91680
4,22401,15960,91800
4,22402,19080,90600
4,22403,19560,70920
4,22404,35160,70140
4,22501,16980,74280
4,22502,37380,90480
4,22601,15900,90000
4,22701,16080,89520
4,22702,17460,91200
4,22703,18780,78840
4,22704,32880,94800
4,22705,35580,71820
4,22801,13320,69180
4,22901,16980,89220
4,22902,16080,88620
4,22903,18780,92220
4,22904,20580,69420
4,22905,36180,92820
4,23001,16980,89580
4,23002,15180,73800
4,23003,15300,91200
4,23004,33780,94800
4,23005,35100,72540
4,23101,16980,90600
4,23102,17820,66960
4,23103,33420,89760
4,23201,15660,71820
4,23202,16800,70560
4,23203,32460,90900
4,23204,33600,92220
4,23301,12900,74940
4,23302,16500,70740
4,23303,34620,91740
4,23304,36060,93420
4,23401,16020,45240
4,23402,30720,62040
4,23403,16620,33960
4,23451,56880,91980
4,23452,59280,91560
4,23501,16080,46980
4,23502,32880,63780
4,23551,44880,70860
4,23552,61680,91260
4,23601,15720,45960
4,23602,16080,48360
4,23603,32520,65160
4,23604,32880,43560
4,23621,42120,74640
4,23622,44520,62760
4,23623,42480,59640
4,23624,39720,72360
4,23651,58920,91440
4,23652,61320,92040
4,23701,16080,85380
4,23702,14400,92880
4,23703,19680,70980
4,23704,37680,88980
4,23801,16260,90300
4,23802,16980,93900
4,23803,17760,71940
4,23804,33060,92340
4,23901,15180,90780
4,23902,18360,87180
4,23903,18960,91380
4,23904,34920,66960
4,23905,38340,89640
4,24101,15720,45720
4,24102,18240,43320
4,24103,19320,50520
4,24104,32520,64920
4,24105,35040,72060
4,24121,44640,64860
4,24122,42240,74280
4,24123,49440,62520
4,24151,61320,92400
4,24152,61440,91080
4,24153,63840,94680
4,24201,16500,91020
4,24202,31740,68520
4,24301,17400,90840
4,24401,16320,82800
4,24402,18120,88200
4,24501,15480,71760
4,24502,16500,91020
4,24503,33300,92160
4,24701,16200,74340
4,24702,16500,91140
4,24703,33300,91500
4,24901,15540,90360
4,24902,17640,90720
4,25001,16260,71220
4,25002,15960,71340
4,25003,33060,91620
4,25004,32760,91500
4,25101,16500,91140
4,25401,15720,51960
4,25402,19320,49560
4,25403,32520,65340
4,25421,48120,59400
4,25451,55320,91440
4,25452,61320,91560
4,25453,45720,74640
4,25501,16980,68640
4,25502,33780,89040
4,40201,29400,81240
4,88301,36000,66000
4,88302,36000,66240
4,88401,35640,65640
4,88402,36000,66840
19,60001,10590,86700
19,60002,14550,81870
19,60003,15270,83370
19,60004,17100,90210
19,60005,16980,92100
19,60006,18630,93900
19,60007,20700,92010
19,60008,23100,90270
19,60141,12090,89220
19,60142,14370,90120
19,60143,15300,91020
19,60144,16350,91920
19,60145,17130,80850
19,60146,18180,93720
19,60147,21150,85440
19,60148,22680,83640
19,60149,24540,92820
19,60261,12420,88080
19,60262,14220,93030
19,60263,14220,89880
19,60264,15480,91020
19,60265,16020,81120
19,60266,17820,92940
19,60267,18420,83280
19,60268,19140,83370
19,60269,22740,91680
19,60381,9630,89880
